"","X4","X5","X6","X7","X8","X9","Page","Country","Platform","Date","Visit","dayOfTheWeek","month"
"1395","六合彩_zh","wikipedia","org_all-access_spider","六合彩_zh","wikipedia","org_all-access_spider","六合彩_zh","zh","spider",2015-07-01,9,"Wed",7
"1396","康定級巡防艦_zh","wikipedia","org_all-access_spider","康定級巡防艦_zh","wikipedia","org_all-access_spider","康定級巡防艦_zh","zh","spider",2015-07-01,1,"Wed",7
"1397","回到三國_zh","wikipedia","org_all-access_spider","回到三國_zh","wikipedia","org_all-access_spider","回到三國_zh","zh","spider",2015-07-01,23,"Wed",7
"1398","天才衝衝衝_zh","wikipedia","org_all-access_spider","天才衝衝衝_zh","wikipedia","org_all-access_spider","天才衝衝衝_zh","zh","spider",2015-07-01,8,"Wed",7
"1399","姜漢娜_zh","wikipedia","org_all-access_spider","姜漢娜_zh","wikipedia","org_all-access_spider","姜漢娜_zh","zh","spider",2015-07-01,3,"Wed",7
"1400","毛舜筠_zh","wikipedia","org_all-access_spider","毛舜筠_zh","wikipedia","org_all-access_spider","毛舜筠_zh","zh","spider",2015-07-01,14,"Wed",7
"1401","香港動漫電玩節_zh","wikipedia","org_all-access_spider","香港動漫電玩節_zh","wikipedia","org_all-access_spider","香港動漫電玩節_zh","zh","spider",2015-07-01,10,"Wed",7
"1402","吳漣序_zh","wikipedia","org_all-access_spider","吳漣序_zh","wikipedia","org_all-access_spider","吳漣序_zh","zh","spider",2015-07-01,4,"Wed",7
"1403","乘著歌聲的愛情_zh","wikipedia","org_all-access_spider","乘著歌聲的愛情_zh","wikipedia","org_all-access_spider","乘著歌聲的愛情_zh","zh","spider",2015-07-01,2,"Wed",7
"1404","请叫我英雄_(漫画)_zh","wikipedia","org_all-access_spider","请叫我英雄_(漫画)_zh","wikipedia","org_all-access_spider","请叫我英雄_(漫画)_zh","zh","spider",2015-07-01,0,"Wed",7
"1405","達克賽德_zh","wikipedia","org_all-access_spider","達克賽德_zh","wikipedia","org_all-access_spider","達克賽德_zh","zh","spider",2015-07-01,1,"Wed",7
"1406","中二病也想談戀愛！_zh","wikipedia","org_all-access_spider","中二病也想談戀愛！_zh","wikipedia","org_all-access_spider","中二病也想談戀愛！_zh","zh","spider",2015-07-01,2,"Wed",7
"1407","歇洛克·福尔摩斯_zh","wikipedia","org_all-access_spider","歇洛克·福尔摩斯_zh","wikipedia","org_all-access_spider","歇洛克·福尔摩斯_zh","zh","spider",2015-07-01,5,"Wed",7
"1408","阿尔伯特·爱因斯坦_zh","wikipedia","org_all-access_spider","阿尔伯特·爱因斯坦_zh","wikipedia","org_all-access_spider","阿尔伯特·爱因斯坦_zh","zh","spider",2015-07-01,43,"Wed",7
"1409","臺灣桃園國際機場_zh","wikipedia","org_all-access_spider","臺灣桃園國際機場_zh","wikipedia","org_all-access_spider","臺灣桃園國際機場_zh","zh","spider",2015-07-01,23,"Wed",7
"1410","2020年夏季奥林匹克运动会_zh","wikipedia","org_all-access_spider","2020年夏季奥林匹克运动会_zh","wikipedia","org_all-access_spider","2020年夏季奥林匹克运动会_zh","zh","spider",2015-07-01,16,"Wed",7
"1411","布魯斯_(藝人)_zh","wikipedia","org_all-access_spider","布魯斯_(藝人)_zh","wikipedia","org_all-access_spider","布魯斯_(藝人)_zh","zh","spider",2015-07-01,2,"Wed",7
"1412","林采緹_zh","wikipedia","org_all-access_spider","林采緹_zh","wikipedia","org_all-access_spider","林采緹_zh","zh","spider",2015-07-01,3,"Wed",7
"1413","立法院_zh","wikipedia","org_all-access_spider","立法院_zh","wikipedia","org_all-access_spider","立法院_zh","zh","spider",2015-07-01,21,"Wed",7
"1414","罗纳德·里根_zh","wikipedia","org_all-access_spider","罗纳德·里根_zh","wikipedia","org_all-access_spider","罗纳德·里根_zh","zh","spider",2015-07-01,40,"Wed",7
"1415","秋葉原之旅_zh","wikipedia","org_all-access_spider","秋葉原之旅_zh","wikipedia","org_all-access_spider","秋葉原之旅_zh","zh","spider",2015-07-01,5,"Wed",7
"1416","梁耀忠_zh","wikipedia","org_all-access_spider","梁耀忠_zh","wikipedia","org_all-access_spider","梁耀忠_zh","zh","spider",2015-07-01,4,"Wed",7
"1417","金燕玲_zh","wikipedia","org_all-access_spider","金燕玲_zh","wikipedia","org_all-access_spider","金燕玲_zh","zh","spider",2015-07-01,14,"Wed",7
"1418","何姿_zh","wikipedia","org_all-access_spider","何姿_zh","wikipedia","org_all-access_spider","何姿_zh","zh","spider",2015-07-01,0,"Wed",7
"1419","福音戰士新劇場版：Q_zh","wikipedia","org_all-access_spider","福音戰士新劇場版：Q_zh","wikipedia","org_all-access_spider","福音戰士新劇場版：Q_zh","zh","spider",2015-07-01,7,"Wed",7
"1420","達珂塔·強生_zh","wikipedia","org_all-access_spider","達珂塔·強生_zh","wikipedia","org_all-access_spider","達珂塔·強生_zh","zh","spider",2015-07-01,3,"Wed",7
"1421","大韩民国总统_zh","wikipedia","org_all-access_spider","大韩民国总统_zh","wikipedia","org_all-access_spider","大韩民国总统_zh","zh","spider",2015-07-01,0,"Wed",7
"1422","為美好的世界獻上祝福！_zh","wikipedia","org_all-access_spider","為美好的世界獻上祝福！_zh","wikipedia","org_all-access_spider","為美好的世界獻上祝福！_zh","zh","spider",2015-07-01,20,"Wed",7
"1423","第8屆中華民國立法委員名單_zh","wikipedia","org_all-access_spider","第8屆中華民國立法委員名單_zh","wikipedia","org_all-access_spider","第8屆中華民國立法委員名單_zh","zh","spider",2015-07-01,7,"Wed",7
"1424","小時代：靈魂盡頭_zh","wikipedia","org_all-access_spider","小時代：靈魂盡頭_zh","wikipedia","org_all-access_spider","小時代：靈魂盡頭_zh","zh","spider",2015-07-01,11,"Wed",7
"1425","冲之鸟岛_zh","wikipedia","org_all-access_spider","冲之鸟岛_zh","wikipedia","org_all-access_spider","冲之鸟岛_zh","zh","spider",2015-07-01,8,"Wed",7
"1426","蔣英實_zh","wikipedia","org_all-access_spider","蔣英實_zh","wikipedia","org_all-access_spider","蔣英實_zh","zh","spider",2015-07-01,2,"Wed",7
"1427","李雅樵_zh","wikipedia","org_all-access_spider","李雅樵_zh","wikipedia","org_all-access_spider","李雅樵_zh","zh","spider",2015-07-01,0,"Wed",7
"1428","黃騰浩_zh","wikipedia","org_all-access_spider","黃騰浩_zh","wikipedia","org_all-access_spider","黃騰浩_zh","zh","spider",2015-07-01,4,"Wed",7
"1429","五四运动_zh","wikipedia","org_all-access_spider","五四运动_zh","wikipedia","org_all-access_spider","五四运动_zh","zh","spider",2015-07-01,23,"Wed",7
"1430","俞承豪_zh","wikipedia","org_all-access_spider","俞承豪_zh","wikipedia","org_all-access_spider","俞承豪_zh","zh","spider",2015-07-01,5,"Wed",7
"1431","龍八夷_zh","wikipedia","org_all-access_spider","龍八夷_zh","wikipedia","org_all-access_spider","龍八夷_zh","zh","spider",2015-07-01,10,"Wed",7
"1432","胡鴻鈞_zh","wikipedia","org_all-access_spider","胡鴻鈞_zh","wikipedia","org_all-access_spider","胡鴻鈞_zh","zh","spider",2015-07-01,12,"Wed",7
"1433","本·阿弗莱克_zh","wikipedia","org_all-access_spider","本·阿弗莱克_zh","wikipedia","org_all-access_spider","本·阿弗莱克_zh","zh","spider",2015-07-01,100,"Wed",7
"1434","韋佳德_zh","wikipedia","org_all-access_spider","韋佳德_zh","wikipedia","org_all-access_spider","韋佳德_zh","zh","spider",2015-07-01,1,"Wed",7
"1435","現代農夫_zh","wikipedia","org_all-access_spider","現代農夫_zh","wikipedia","org_all-access_spider","現代農夫_zh","zh","spider",2015-07-01,4,"Wed",7
"1436","长城_(电影)_zh","wikipedia","org_all-access_spider","长城_(电影)_zh","wikipedia","org_all-access_spider","长城_(电影)_zh","zh","spider",2015-07-01,12,"Wed",7
"1437","快乐大本营_zh","wikipedia","org_all-access_spider","快乐大本营_zh","wikipedia","org_all-access_spider","快乐大本营_zh","zh","spider",2015-07-01,73,"Wed",7
"1438","真田丸_zh","wikipedia","org_all-access_spider","真田丸_zh","wikipedia","org_all-access_spider","真田丸_zh","zh","spider",2015-07-01,8,"Wed",7
"1439","唐納德·川普_zh","wikipedia","org_all-access_spider","唐納德·川普_zh","wikipedia","org_all-access_spider","唐納德·川普_zh","zh","spider",2015-07-01,1,"Wed",7
"1440","澳大利亚网球公开赛_zh","wikipedia","org_all-access_spider","澳大利亚网球公开赛_zh","wikipedia","org_all-access_spider","澳大利亚网球公开赛_zh","zh","spider",2015-07-01,0,"Wed",7
"1441","鄧紫棋_zh","wikipedia","org_all-access_spider","鄧紫棋_zh","wikipedia","org_all-access_spider","鄧紫棋_zh","zh","spider",2015-07-01,118,"Wed",7
"1442","邱偲琹_zh","wikipedia","org_all-access_spider","邱偲琹_zh","wikipedia","org_all-access_spider","邱偲琹_zh","zh","spider",2015-07-01,0,"Wed",7
"1443","南拳媽媽_zh","wikipedia","org_all-access_spider","南拳媽媽_zh","wikipedia","org_all-access_spider","南拳媽媽_zh","zh","spider",2015-07-01,0,"Wed",7
"1444","香港中學列表_zh","wikipedia","org_all-access_spider","香港中學列表_zh","wikipedia","org_all-access_spider","香港中學列表_zh","zh","spider",2015-07-01,2,"Wed",7
"1445","強尼·戴普_zh","wikipedia","org_all-access_spider","強尼·戴普_zh","wikipedia","org_all-access_spider","強尼·戴普_zh","zh","spider",2015-07-01,97,"Wed",7
"1446","穆旦_zh","wikipedia","org_all-access_spider","穆旦_zh","wikipedia","org_all-access_spider","穆旦_zh","zh","spider",2015-07-01,3,"Wed",7
"1447","乔治·赫伯特·沃克·布什_zh","wikipedia","org_all-access_spider","乔治·赫伯特·沃克·布什_zh","wikipedia","org_all-access_spider","乔治·赫伯特·沃克·布什_zh","zh","spider",2015-07-01,40,"Wed",7
"1448","豹貓_zh","wikipedia","org_all-access_spider","豹貓_zh","wikipedia","org_all-access_spider","豹貓_zh","zh","spider",2015-07-01,6,"Wed",7
"1449","趙希洛_zh","wikipedia","org_all-access_spider","趙希洛_zh","wikipedia","org_all-access_spider","趙希洛_zh","zh","spider",2015-07-01,3,"Wed",7
"1450","三峡大坝防洪能力误读事件_zh","wikipedia","org_all-access_spider","三峡大坝防洪能力误读事件_zh","wikipedia","org_all-access_spider","三峡大坝防洪能力误读事件_zh","zh","spider",2015-07-01,0,"Wed",7
"1451","珍·古道尔_zh","wikipedia","org_all-access_spider","珍·古道尔_zh","wikipedia","org_all-access_spider","珍·古道尔_zh","zh","spider",2015-07-01,4,"Wed",7
"1452","愛·回家_(電視劇)_zh","wikipedia","org_all-access_spider","愛·回家_(電視劇)_zh","wikipedia","org_all-access_spider","愛·回家_(電視劇)_zh","zh","spider",2015-07-01,90,"Wed",7
"1453","许淑净_zh","wikipedia","org_all-access_spider","许淑净_zh","wikipedia","org_all-access_spider","许淑净_zh","zh","spider",2015-07-01,0,"Wed",7
"1454","老夫子_zh","wikipedia","org_all-access_spider","老夫子_zh","wikipedia","org_all-access_spider","老夫子_zh","zh","spider",2015-07-01,2,"Wed",7
"1455","黑色子彈_zh","wikipedia","org_all-access_spider","黑色子彈_zh","wikipedia","org_all-access_spider","黑色子彈_zh","zh","spider",2015-07-01,4,"Wed",7
"1456","梁家輝_zh","wikipedia","org_all-access_spider","梁家輝_zh","wikipedia","org_all-access_spider","梁家輝_zh","zh","spider",2015-07-01,47,"Wed",7
"1457","柯洁_zh","wikipedia","org_all-access_spider","柯洁_zh","wikipedia","org_all-access_spider","柯洁_zh","zh","spider",2015-07-01,1,"Wed",7
"1458","模仿游戏_zh","wikipedia","org_all-access_spider","模仿游戏_zh","wikipedia","org_all-access_spider","模仿游戏_zh","zh","spider",2015-07-01,9,"Wed",7
"1459","黄晓明_zh","wikipedia","org_all-access_spider","黄晓明_zh","wikipedia","org_all-access_spider","黄晓明_zh","zh","spider",2015-07-01,12,"Wed",7
"1460","黃子韜_zh","wikipedia","org_all-access_spider","黃子韜_zh","wikipedia","org_all-access_spider","黃子韜_zh","zh","spider",2015-07-01,1,"Wed",7
"1461","超級槍彈辯駁2_再會了絕望學園_zh","wikipedia","org_all-access_spider","超級槍彈辯駁2_再會了絕望學園_zh","wikipedia","org_all-access_spider","超級槍彈辯駁2_再會了絕望學園_zh","zh","spider",2015-07-01,2,"Wed",7
"1462","中文维基百科_zh","wikipedia","org_all-access_spider","中文维基百科_zh","wikipedia","org_all-access_spider","中文维基百科_zh","zh","spider",2015-07-01,11,"Wed",7
"1463","六花的勇者_zh","wikipedia","org_all-access_spider","六花的勇者_zh","wikipedia","org_all-access_spider","六花的勇者_zh","zh","spider",2015-07-01,9,"Wed",7
"1464","青瓦台_zh","wikipedia","org_all-access_spider","青瓦台_zh","wikipedia","org_all-access_spider","青瓦台_zh","zh","spider",2015-07-01,7,"Wed",7
"1465","臺灣同性婚姻_zh","wikipedia","org_all-access_spider","臺灣同性婚姻_zh","wikipedia","org_all-access_spider","臺灣同性婚姻_zh","zh","spider",2015-07-01,28,"Wed",7
"1466","原島大地_zh","wikipedia","org_all-access_spider","原島大地_zh","wikipedia","org_all-access_spider","原島大地_zh","zh","spider",2015-07-01,18,"Wed",7
"1467","世界地球日_zh","wikipedia","org_all-access_spider","世界地球日_zh","wikipedia","org_all-access_spider","世界地球日_zh","zh","spider",2015-07-01,40,"Wed",7
"1468","沉默_(電影)_zh","wikipedia","org_all-access_spider","沉默_(電影)_zh","wikipedia","org_all-access_spider","沉默_(電影)_zh","zh","spider",2015-07-01,2,"Wed",7
"1469","CM-11勇虎式戰車_zh","wikipedia","org_all-access_spider","CM-11勇虎式戰車_zh","wikipedia","org_all-access_spider","CM-11勇虎式戰車_zh","zh","spider",2015-07-01,3,"Wed",7
"1470","陳嘉君_(社運人士)_zh","wikipedia","org_all-access_spider","陳嘉君_(社運人士)_zh","wikipedia","org_all-access_spider","陳嘉君_(社運人士)_zh","zh","spider",2015-07-01,1,"Wed",7
"1471","時空永恆的愛戀_zh","wikipedia","org_all-access_spider","時空永恆的愛戀_zh","wikipedia","org_all-access_spider","時空永恆的愛戀_zh","zh","spider",2015-07-01,1,"Wed",7
"1472","中元節與盂蘭盆節_zh","wikipedia","org_all-access_spider","中元節與盂蘭盆節_zh","wikipedia","org_all-access_spider","中元節與盂蘭盆節_zh","zh","spider",2015-07-01,4,"Wed",7
"1473","Who_Are_You－學校2015_zh","wikipedia","org_all-access_spider","Who_Are_You－學校2015_zh","wikipedia","org_all-access_spider","Who_Are_You－學校2015_zh","zh","spider",2015-07-01,76,"Wed",7
"1474","趙寅成_zh","wikipedia","org_all-access_spider","趙寅成_zh","wikipedia","org_all-access_spider","趙寅成_zh","zh","spider",2015-07-01,3,"Wed",7
"1475","角頭_(電影)_zh","wikipedia","org_all-access_spider","角頭_(電影)_zh","wikipedia","org_all-access_spider","角頭_(電影)_zh","zh","spider",2015-07-01,13,"Wed",7
"1476","徐尚懿_zh","wikipedia","org_all-access_spider","徐尚懿_zh","wikipedia","org_all-access_spider","徐尚懿_zh","zh","spider",2015-07-01,0,"Wed",7
"1477","文詠珊_zh","wikipedia","org_all-access_spider","文詠珊_zh","wikipedia","org_all-access_spider","文詠珊_zh","zh","spider",2015-07-01,3,"Wed",7
"1478","噬血狂襲_zh","wikipedia","org_all-access_spider","噬血狂襲_zh","wikipedia","org_all-access_spider","噬血狂襲_zh","zh","spider",2015-07-01,19,"Wed",7
"1479","謝金燕_zh","wikipedia","org_all-access_spider","謝金燕_zh","wikipedia","org_all-access_spider","謝金燕_zh","zh","spider",2015-07-01,21,"Wed",7
"1480","谷阿莫_zh","wikipedia","org_all-access_spider","谷阿莫_zh","wikipedia","org_all-access_spider","谷阿莫_zh","zh","spider",2015-07-01,2,"Wed",7
"1481","臥虎藏龍_(電影)_zh","wikipedia","org_all-access_spider","臥虎藏龍_(電影)_zh","wikipedia","org_all-access_spider","臥虎藏龍_(電影)_zh","zh","spider",2015-07-01,3,"Wed",7
"1482","鄧麗欣_zh","wikipedia","org_all-access_spider","鄧麗欣_zh","wikipedia","org_all-access_spider","鄧麗欣_zh","zh","spider",2015-07-01,33,"Wed",7
"1483","比莉_zh","wikipedia","org_all-access_spider","比莉_zh","wikipedia","org_all-access_spider","比莉_zh","zh","spider",2015-07-01,1,"Wed",7
"1484","江泽民_zh","wikipedia","org_all-access_spider","江泽民_zh","wikipedia","org_all-access_spider","江泽民_zh","zh","spider",2015-07-01,106,"Wed",7
"1485","X戰警：金鋼狼_zh","wikipedia","org_all-access_spider","X戰警：金鋼狼_zh","wikipedia","org_all-access_spider","X戰警：金鋼狼_zh","zh","spider",2015-07-01,5,"Wed",7
"1486","世界棒球經典賽_zh","wikipedia","org_all-access_spider","世界棒球經典賽_zh","wikipedia","org_all-access_spider","世界棒球經典賽_zh","zh","spider",2015-07-01,2,"Wed",7
"1487","2014年中華民國地方公職人員選舉_zh","wikipedia","org_all-access_spider","2014年中華民國地方公職人員選舉_zh","wikipedia","org_all-access_spider","2014年中華民國地方公職人員選舉_zh","zh","spider",2015-07-01,6,"Wed",7
"1488","弗拉基米尔·弗拉基米罗维奇·普京_zh","wikipedia","org_all-access_spider","弗拉基米尔·弗拉基米罗维奇·普京_zh","wikipedia","org_all-access_spider","弗拉基米尔·弗拉基米罗维奇·普京_zh","zh","spider",2015-07-01,19,"Wed",7
"1489","蘇菲·特納_zh","wikipedia","org_all-access_spider","蘇菲·特納_zh","wikipedia","org_all-access_spider","蘇菲·特納_zh","zh","spider",2015-07-01,10,"Wed",7
"1490","趙德胤_zh","wikipedia","org_all-access_spider","趙德胤_zh","wikipedia","org_all-access_spider","趙德胤_zh","zh","spider",2015-07-01,1,"Wed",7
"1491","劉鑾雄_zh","wikipedia","org_all-access_spider","劉鑾雄_zh","wikipedia","org_all-access_spider","劉鑾雄_zh","zh","spider",2015-07-01,6,"Wed",7
"1492","王如玄_zh","wikipedia","org_all-access_spider","王如玄_zh","wikipedia","org_all-access_spider","王如玄_zh","zh","spider",2015-07-01,2,"Wed",7
"1493","24個比利_zh","wikipedia","org_all-access_spider","24個比利_zh","wikipedia","org_all-access_spider","24個比利_zh","zh","spider",2015-07-01,3,"Wed",7
"1494","具惠善_zh","wikipedia","org_all-access_spider","具惠善_zh","wikipedia","org_all-access_spider","具惠善_zh","zh","spider",2015-07-01,4,"Wed",7
"1495","鯉魚王_zh","wikipedia","org_all-access_spider","鯉魚王_zh","wikipedia","org_all-access_spider","鯉魚王_zh","zh","spider",2015-07-01,3,"Wed",7
"1496","沖繩島戰役_zh","wikipedia","org_all-access_spider","沖繩島戰役_zh","wikipedia","org_all-access_spider","沖繩島戰役_zh","zh","spider",2015-07-01,3,"Wed",7
"1497","金星_(舞者)_zh","wikipedia","org_all-access_spider","金星_(舞者)_zh","wikipedia","org_all-access_spider","金星_(舞者)_zh","zh","spider",2015-07-01,79,"Wed",7
"1498","白银市连环杀人案_zh","wikipedia","org_all-access_spider","白银市连环杀人案_zh","wikipedia","org_all-access_spider","白银市连环杀人案_zh","zh","spider",2015-07-01,2,"Wed",7
"1499","世界盃足球賽_zh","wikipedia","org_all-access_spider","世界盃足球賽_zh","wikipedia","org_all-access_spider","世界盃足球賽_zh","zh","spider",2015-07-01,21,"Wed",7
"1500","李正信_zh","wikipedia","org_all-access_spider","李正信_zh","wikipedia","org_all-access_spider","李正信_zh","zh","spider",2015-07-01,0,"Wed",7
"1501","林志穎_zh","wikipedia","org_all-access_spider","林志穎_zh","wikipedia","org_all-access_spider","林志穎_zh","zh","spider",2015-07-01,191,"Wed",7
"1502","梁文音_zh","wikipedia","org_all-access_spider","梁文音_zh","wikipedia","org_all-access_spider","梁文音_zh","zh","spider",2015-07-01,10,"Wed",7
"1503","強襲魔女_zh","wikipedia","org_all-access_spider","強襲魔女_zh","wikipedia","org_all-access_spider","強襲魔女_zh","zh","spider",2015-07-01,3,"Wed",7
"1504","葉問_zh","wikipedia","org_all-access_spider","葉問_zh","wikipedia","org_all-access_spider","葉問_zh","zh","spider",2015-07-01,18,"Wed",7
"1505","簡嫚書_zh","wikipedia","org_all-access_spider","簡嫚書_zh","wikipedia","org_all-access_spider","簡嫚書_zh","zh","spider",2015-07-01,2,"Wed",7
"1506","黎明_zh","wikipedia","org_all-access_spider","黎明_zh","wikipedia","org_all-access_spider","黎明_zh","zh","spider",2015-07-01,48,"Wed",7
"1507","马俊仁_zh","wikipedia","org_all-access_spider","马俊仁_zh","wikipedia","org_all-access_spider","马俊仁_zh","zh","spider",2015-07-01,0,"Wed",7
"1508","陸貞傳奇_zh","wikipedia","org_all-access_spider","陸貞傳奇_zh","wikipedia","org_all-access_spider","陸貞傳奇_zh","zh","spider",2015-07-01,25,"Wed",7
"1509","白珍熙_zh","wikipedia","org_all-access_spider","白珍熙_zh","wikipedia","org_all-access_spider","白珍熙_zh","zh","spider",2015-07-01,17,"Wed",7
"1510","上海市_zh","wikipedia","org_all-access_spider","上海市_zh","wikipedia","org_all-access_spider","上海市_zh","zh","spider",2015-07-01,20,"Wed",7
"1511","萌學園_zh","wikipedia","org_all-access_spider","萌學園_zh","wikipedia","org_all-access_spider","萌學園_zh","zh","spider",2015-07-01,4,"Wed",7
"1512","李昌鎬_zh","wikipedia","org_all-access_spider","李昌鎬_zh","wikipedia","org_all-access_spider","李昌鎬_zh","zh","spider",2015-07-01,2,"Wed",7
"1513","百變小櫻_zh","wikipedia","org_all-access_spider","百變小櫻_zh","wikipedia","org_all-access_spider","百變小櫻_zh","zh","spider",2015-07-01,13,"Wed",7
"1514","創傷後心理壓力緊張症候群_zh","wikipedia","org_all-access_spider","創傷後心理壓力緊張症候群_zh","wikipedia","org_all-access_spider","創傷後心理壓力緊張症候群_zh","zh","spider",2015-07-01,3,"Wed",7
"1515","甄子丹_zh","wikipedia","org_all-access_spider","甄子丹_zh","wikipedia","org_all-access_spider","甄子丹_zh","zh","spider",2015-07-01,24,"Wed",7
"1516","魔奇少年角色列表_zh","wikipedia","org_all-access_spider","魔奇少年角色列表_zh","wikipedia","org_all-access_spider","魔奇少年角色列表_zh","zh","spider",2015-07-01,2,"Wed",7
"1517","聖鬥士星矢角色列表_zh","wikipedia","org_all-access_spider","聖鬥士星矢角色列表_zh","wikipedia","org_all-access_spider","聖鬥士星矢角色列表_zh","zh","spider",2015-07-01,2,"Wed",7
"1518","陳妍希_zh","wikipedia","org_all-access_spider","陳妍希_zh","wikipedia","org_all-access_spider","陳妍希_zh","zh","spider",2015-07-01,50,"Wed",7
"1519","愛麗絲與鮑伯_zh","wikipedia","org_all-access_spider","愛麗絲與鮑伯_zh","wikipedia","org_all-access_spider","愛麗絲與鮑伯_zh","zh","spider",2015-07-01,3,"Wed",7
"1520","小頭畸形_zh","wikipedia","org_all-access_spider","小頭畸形_zh","wikipedia","org_all-access_spider","小頭畸形_zh","zh","spider",2015-07-01,3,"Wed",7
"1521","Special:引用此页面_zh","wikipedia","org_all-access_spider","Special:引用此页面_zh","wikipedia","org_all-access_spider","Special:引用此页面_zh","zh","spider",2015-07-01,82,"Wed",7
"1522","言葉之庭_zh","wikipedia","org_all-access_spider","言葉之庭_zh","wikipedia","org_all-access_spider","言葉之庭_zh","zh","spider",2015-07-01,4,"Wed",7
"1523","李连杰_zh","wikipedia","org_all-access_spider","李连杰_zh","wikipedia","org_all-access_spider","李连杰_zh","zh","spider",2015-07-01,36,"Wed",7
"1524","鳳小岳_zh","wikipedia","org_all-access_spider","鳳小岳_zh","wikipedia","org_all-access_spider","鳳小岳_zh","zh","spider",2015-07-01,24,"Wed",7
"1525","光绪帝_zh","wikipedia","org_all-access_spider","光绪帝_zh","wikipedia","org_all-access_spider","光绪帝_zh","zh","spider",2015-07-01,48,"Wed",7
"1526","残奥会_zh","wikipedia","org_all-access_spider","残奥会_zh","wikipedia","org_all-access_spider","残奥会_zh","zh","spider",2015-07-01,6,"Wed",7
"1527","上原亞衣_zh","wikipedia","org_all-access_spider","上原亞衣_zh","wikipedia","org_all-access_spider","上原亞衣_zh","zh","spider",2015-07-01,0,"Wed",7
"1528","戀愛的發現_zh","wikipedia","org_all-access_spider","戀愛的發現_zh","wikipedia","org_all-access_spider","戀愛的發現_zh","zh","spider",2015-07-01,3,"Wed",7
"1529","帝王之女守百香_zh","wikipedia","org_all-access_spider","帝王之女守百香_zh","wikipedia","org_all-access_spider","帝王之女守百香_zh","zh","spider",2015-07-01,0,"Wed",7
"1530","杜拜_zh","wikipedia","org_all-access_spider","杜拜_zh","wikipedia","org_all-access_spider","杜拜_zh","zh","spider",2015-07-01,16,"Wed",7
"1531","遊戲王_zh","wikipedia","org_all-access_spider","遊戲王_zh","wikipedia","org_all-access_spider","遊戲王_zh","zh","spider",2015-07-01,7,"Wed",7
"1532","普悠瑪列車_zh","wikipedia","org_all-access_spider","普悠瑪列車_zh","wikipedia","org_all-access_spider","普悠瑪列車_zh","zh","spider",2015-07-01,62,"Wed",7
"1533","跨太平洋戰略經濟夥伴關係協議_zh","wikipedia","org_all-access_spider","跨太平洋戰略經濟夥伴關係協議_zh","wikipedia","org_all-access_spider","跨太平洋戰略經濟夥伴關係協議_zh","zh","spider",2015-07-01,6,"Wed",7
"1534","金來沅_zh","wikipedia","org_all-access_spider","金來沅_zh","wikipedia","org_all-access_spider","金來沅_zh","zh","spider",2015-07-01,21,"Wed",7
"1535","劉邦友血案_zh","wikipedia","org_all-access_spider","劉邦友血案_zh","wikipedia","org_all-access_spider","劉邦友血案_zh","zh","spider",2015-07-01,0,"Wed",7
"1536","蓋兒·賈多特_zh","wikipedia","org_all-access_spider","蓋兒·賈多特_zh","wikipedia","org_all-access_spider","蓋兒·賈多特_zh","zh","spider",2015-07-01,6,"Wed",7
"1537","夏普_zh","wikipedia","org_all-access_spider","夏普_zh","wikipedia","org_all-access_spider","夏普_zh","zh","spider",2015-07-01,4,"Wed",7
"1538","近似_zh","wikipedia","org_all-access_spider","近似_zh","wikipedia","org_all-access_spider","近似_zh","zh","spider",2015-07-01,0,"Wed",7
"1539","卡拉·迪瓦伊_zh","wikipedia","org_all-access_spider","卡拉·迪瓦伊_zh","wikipedia","org_all-access_spider","卡拉·迪瓦伊_zh","zh","spider",2015-07-01,14,"Wed",7
"1540","臺灣對東日本大震災之援助及各界反應_zh","wikipedia","org_all-access_spider","臺灣對東日本大震災之援助及各界反應_zh","wikipedia","org_all-access_spider","臺灣對東日本大震災之援助及各界反應_zh","zh","spider",2015-07-01,17,"Wed",7
"1541","精灵宝可梦系列_zh","wikipedia","org_all-access_spider","精灵宝可梦系列_zh","wikipedia","org_all-access_spider","精灵宝可梦系列_zh","zh","spider",2015-07-01,1,"Wed",7
"1542","烏龍派出所角色列表_zh","wikipedia","org_all-access_spider","烏龍派出所角色列表_zh","wikipedia","org_all-access_spider","烏龍派出所角色列表_zh","zh","spider",2015-07-01,7,"Wed",7
"1543","哈里·S·杜鲁门_zh","wikipedia","org_all-access_spider","哈里·S·杜鲁门_zh","wikipedia","org_all-access_spider","哈里·S·杜鲁门_zh","zh","spider",2015-07-01,15,"Wed",7
"1544","漩渦鳴人_zh","wikipedia","org_all-access_spider","漩渦鳴人_zh","wikipedia","org_all-access_spider","漩渦鳴人_zh","zh","spider",2015-07-01,49,"Wed",7
"1545","克罗地亚_zh","wikipedia","org_all-access_spider","克罗地亚_zh","wikipedia","org_all-access_spider","克罗地亚_zh","zh","spider",2015-07-01,48,"Wed",7
"1546","明仁_zh","wikipedia","org_all-access_spider","明仁_zh","wikipedia","org_all-access_spider","明仁_zh","zh","spider",2015-07-01,44,"Wed",7
"1547","豪苟的愛_zh","wikipedia","org_all-access_spider","豪苟的愛_zh","wikipedia","org_all-access_spider","豪苟的愛_zh","zh","spider",2015-07-01,7,"Wed",7
